"productId","gender","category","type","baseColor","productName","price","size","userId","image"
"10257","Men","Bottomwear","Trousers","Black","John Miller Men Solid Type Black Trousers","80","XS","111","http://assets.myntassets.com/v1/images/style/properties/bbddb8510d402639e0a038bde5ec08bb_images.jpg"
"10259","Men","Bottomwear","Trousers","Black","John Miller Men Reglur Black Trousers","55","2XL","292","http://assets.myntassets.com/v1/images/style/properties/f65d3cb6d44062c1d10bbb1fc6662ad6_images.jpg"
"10261","Men","Bottomwear","Trousers","Brown","John Miller Men Slim Brown Trousers","260","XL","232","http://assets.myntassets.com/v1/images/style/properties/43689446729c4a4b9f6872f4f31593ce_images.jpg"
"10266","Men","Shoes","Casual Shoes","Brown","Clarks Men Goto Hi Cola Suede Brown Shoes","31","4","337","http://assets.myntassets.com/v1/images/style/properties/4269a355e474308b6e0f174cf6a9f6f0_images.jpg"
"10268","Men","Shoes","Formal Shoes","Black","Clarks Men Hang Work Leather Black Formal Shoes","29","5","149","http://assets.myntassets.com/v1/images/style/properties/2976e4095e7b3ae2de99df54d2adeaaa_images.jpg"
"10292","Women","Shoes","Heels","Brown","Clarks Women Brown Leather Heels","16","9","356","http://assets.myntassets.com/v1/images/style/properties/Clarks-Women-Dolphin-Splash-Leather-Silver-Sandals_e55a6fa02cca3f6b6f3fa750619911d4_images.jpg"
"10295","Men","Shoes","Casual Shoes","Brown","Clarks Men Brown Leather Casual Shoes","10","9","18","http://assets.myntassets.com/v1/images/style/properties/83cd6db4f547e2ec582714b3592ba718_images.jpg"
"10401","Women","Topwear","Tops","Purple","Jealous 21 Women Uaine Purple Tops","67","2XL","24","http://assets.myntassets.com/v1/images/style/properties/144954d20ce2e31fe6953f3e249e9a68_images.jpg"
"10406","Women","Topwear","Dresses","Grey","United Colors of Benetton Women Solid Grey Dresses","80","3XL","348","http://assets.myntassets.com/v1/images/style/properties/6e87fe4893ca930227d3491f46947783_images.jpg"
"10408","Women","Topwear","Tops","Black","United Colors of Benetton Women Solid Black Tops","396","S","455","http://assets.myntassets.com/v1/images/style/properties/5dd9bc64a38b34742fd72c58798e2247_images.jpg"
"10430","Men","Topwear","Shirts","Blue","Flying Machine Men Ydc Blue Shirts","76","S","85","http://assets.myntassets.com/v1/images/style/properties/b77929d59d81689e660446586e5e8dc3_images.jpg"
"10437","Men","Topwear","Shirts","Green","Flying Machine Men HS Green Shirts","12","XS","453","http://assets.myntassets.com/v1/images/style/properties/0f8c620c01625052504c8d0657f99c8f_images.jpg"
"10439","Men","Topwear","Tshirts","Brown","Flying Machine Men Walnut Brown Tshirts","36","2XL","112","http://assets.myntassets.com/v1/images/style/properties/6703b9bc9762e04f4e53afaa0aaecb3d_images.jpg"
"10463","Men","Topwear","Tshirts","Grey","Flying Machine Men Grey Polo Tshirts","197","XS","64","http://assets.myntassets.com/v1/images/style/properties/34f96dad3bd9dffd0aa6abac23fc991d_images.jpg"
"10464","Men","Topwear","Tshirts","Pink","Flying Machine Men Mauvemist Pink Tshirts","379","XL","286","http://assets.myntassets.com/v1/images/style/properties/891e15b644c2ecf71bb65e995d14992b_images.jpg"
"10490","Men","Topwear","Shirts","Navy Blue","Flying Machine Men HS Blue Shirts","167","M","28","http://assets.myntassets.com/v1/images/style/properties/841b253d83d3c33eabc627a5a0d971ff_images.jpg"
"10497","Women","Topwear","Tshirts","White","Flying Machine Women RN HS White Tshirts","112","S","368","http://assets.myntassets.com/v1/images/style/properties/8660f80ac1419304503e73f07d8bc921_images.jpg"
"10602","Men","Topwear","Tshirts","Red","Nike Men Football Soccer Red Jerseys","148","L","367","http://assets.myntassets.com/v1/images/style/properties/c0d022229d81e781668b3e78be82fa94_images.jpg"
"10633","Men","Shoes","Formal Shoes","Brown","Carlton London Men Formal Brown Formal Shoes","25","5","318","http://assets.myntassets.com/v1/images/style/properties/b195b911f558c0232e22849d1ca73193_images.jpg"
"10634","Men","Shoes","Formal Shoes","Black","Carlton London Men Black Oxford Wingtip Brogues","34","8","196","http://assets.myntassets.com/v1/images/style/properties/f1d954cfacfc79f32325794d43b6c3a0_images.jpg"
"10656","Women","Topwear","Tops","Pink","Doodle Girl Little frock Pink Tops","284","3XL","165","http://assets.myntassets.com/v1/images/style/properties/b6689210b79e2fe1738668723a041ea7_images.jpg"
"10804","Men","Shoes","Flip Flops","White","Wrangler Men Rider Solid White Shirts","397","9","337","http://assets.myntassets.com/v1/images/style/properties/63f84251c145288df7baec1081432173_images.jpg"
"10850","Men","Topwear","Tshirts","Blue","Wrangler Men Famous Filafil Blue T-Shirts","340","XS","239","http://assets.myntassets.com/v1/images/style/properties/8bd276f0e9295336eadafab87eb1f1cb_images.jpg"
"10857","Men","Topwear","Tshirts","White","Wrangler Men Rider Striper Polo White T-Shirts","42","M","184","http://assets.myntassets.com/v1/images/style/properties/0dc1b1d7f865d06c674a7cdd79a0fb02_images.jpg"
"10859","Men","Topwear","Tshirts","Navy Blue","Wrangler Men Furious Rides Navy Blue T-Shirts","16","XS","340","http://assets.myntassets.com/v1/images/style/properties/cc57b520818a0ada689545d2bdd025d9_images.jpg"
"10861","Men","Topwear","Tshirts","White","Wrangler Men Dirt Riders White T-Shirts","12","M","168","http://assets.myntassets.com/v1/images/style/properties/adf22f809f604e821145a616e4766061_images.jpg"
"10866","Men","Topwear","Tshirts","Red","Wrangler Men Motor Rider Red T-Shirts","43","M","125","http://assets.myntassets.com/v1/images/style/properties/b34550bc6415dcd66892de4ef2837fd9_images.jpg"
"11119","Men","Topwear","Shirts","White","Indigo Nation Men Solid White Shirts","242","S","469","http://assets.myntassets.com/v1/images/style/properties/8b44d758b6c95221b1e9134c225fb446_images.jpg"
"11121","Women","Accessories","Caps","Blue","Puma Women Minicats Knit Blue Cap","73","Unique","163","http://assets.myntassets.com/v1/images/style/properties/91ecaacd5d3976990f6265986263d36c_images.jpg"
"11126","Women","Bottomwear","Track Pants","Blue","Urban Yoga Women Solid Blue Track Pants","55","XS","33","http://assets.myntassets.com/v1/images/style/properties/16be23530fde32a5b2611fb7ed878aa0_images.jpg"
"11143","Men","Topwear","Shirts","Black","Scullers Men Price Catch Black Shirts","13","XL","180","http://assets.myntassets.com/v1/images/style/properties/62f33289f2a1cbc88d6f8557a2c33638_images.jpg"
"11144","Men","Topwear","Shirts","Black","Scullers Men Price Catch Black Shirts","19","S","130","http://assets.myntassets.com/v1/images/style/properties/94ff278a731ad83bf42f0b44ebd6e38b_images.jpg"
"11172","Men","Topwear","Sweaters","Red","Scullers Men Stripes Red Sweaters","63","M","101","http://assets.myntassets.com/v1/images/style/properties/828535680403d13467099717c3de65e6_images.jpg"
"11175","Men","Topwear","Sweaters","White","Scullers Men Stripes White Sweaters","167","L","254","http://assets.myntassets.com/v1/images/style/properties/e9e8873e4c036e7f1f498c92dbe0f72e_images.jpg"
"11340","Men","Bottomwear","Jeans","Blue","Lee Men Blue Chicago Fit Jeans","70","XS","199","http://assets.myntassets.com/v1/images/style/properties/Lee-Men-Blue-Chicago-Fit-Jeans_856f3829ad838d43c45db753f5479abd_images.jpg"
"11347","Men","Bottomwear","Jeans","Blue","Lee Men Elvira Rinse Blue Chicago Fit Jeans","151","XL","184","http://assets.myntassets.com/v1/images/style/properties/73c2b0fbfaa86d7a08b668b2e045a455_images.jpg"
"11349","Men","Bottomwear","Jeans","Blue","Lee Men Blue Chicago Fit Jeans","38","L","268","http://assets.myntassets.com/v1/images/style/properties/cd76a36fca88fe74d1d25ee7fd96881a_images.jpg"
"11371","Men","Topwear","Shirts","Black","United Colors Of Benetton Men Summer Black Shirts","50","S","164","http://assets.myntassets.com/v1/images/style/properties/79e693b484848f12265b4dd4a155fae9_images.jpg"
"11376","Women","Topwear","Tops","Grey","United Colors Of Benetton Women Light Winter Grey Tops","16","3XL","430","http://assets.myntassets.com/v1/images/style/properties/9aeb7516044919916346d95f0a5d2c99_images.jpg"
"11378","Men","Topwear","Shirts","White","United Colors of Benetton Men Summer White Shirts","391","L","386","http://assets.myntassets.com/v1/images/style/properties/a57200d51062b4c0a74a6b9b5a805306_images.jpg"
"11382","Women","Topwear","Tshirts","Grey","United Colors Of Benetton Women Light Winter Grey T-Shirts","75","2XL","52","http://assets.myntassets.com/v1/images/style/properties/ee72992612c863eb745e67ffdfd710ce_images.jpg"
"11385","Women","Topwear","Sweatshirts","Black","United Colors Of Benetton Women Light Winter Black Sweatshirts","42","L","442","http://assets.myntassets.com/v1/images/style/properties/c843af98fead5393ecf56934e07ca496_images.jpg"
"11511","Women","Shoes","Flats","Gold","Catwalk Women Lifestyle Gold Toned Ballerinas","40","7","30","http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg"
"11516","Women","Shoes","Heels","Black","Catwalk Women Lifestyle Black Heels","19","10","473","http://assets.myntassets.com/v1/images/style/properties/8dfd8801f1cdaa6b3a815f6f97f6dac7_images.jpg"
"11518","Women","Shoes","Heels","Grey","Catwalk Women Gun Metal Grey Heels","95","5","354","http://assets.myntassets.com/v1/images/style/properties/cea14ca6ae7273963babfa80798aa61c_images.jpg"
"11520","Women","Bottomwear","Jeans","Black","United Colors of Benetton Women Denim Black Jeans","51","2XL","300","http://assets.myntassets.com/v1/images/style/properties/5c145f1074d79ebf9aff413ccfe6e910_images.jpg"
"11527","Men","Topwear","Tshirts","Olive","United Colors of Benetton Men Olive Tshirts","84","S","245","http://assets.myntassets.com/v1/images/style/properties/6c598ee94ff155384130481aec05525e_images.jpg"
"11529","Men","Topwear","Sweaters","Grey","United Colors Of Benetton Men Heavy Winter Grey Sweaters","65","XL","486","http://assets.myntassets.com/v1/images/style/properties/adf8000f76b545306c6e284c518a60fc_images.jpg"
"11542","Women","Topwear","Kurtas","Beige","W Women Printed  Beige Kurtas","110","S","387","http://assets.myntassets.com/v1/images/style/properties/88868353237260fd0163ddddaf253c9e_images.jpg"
"11545","Women","Topwear","Kurtas","Green","W Women Printed Green Kurtas","44","L","280","http://assets.myntassets.com/v1/images/style/properties/W-Women-Printed-Green-Kurtas_72dc586500cc9c7f7de04705605d63a0_images.jpg"
"11712","Men","Topwear","Shirts","Blue","Lee Men Solid Blue Shirts","83","3XL","15","http://assets.myntassets.com/v1/images/style/properties/167dfcd0f558d3963d42cb9d98961f95_images.jpg"
"11724","Women","Topwear","Shirts","Red","Lee Women Check Red Shirts","54","2XL","157","http://assets.myntassets.com/v1/images/style/properties/aa51b226cd0482361144698b06bb2ada_images.jpg"
"11770","Men","Topwear","Tshirts","Blue","Lee Men Printed Blue Tshirts","321","XS","450","http://assets.myntassets.com/v1/images/style/properties/fcb17de2df3cfe3207d9b508cb347f1b_images.jpg"
"11777","Men","Topwear","Tshirts","Red","Lee Men Printed Red Tshirts","203","XS","59","http://assets.myntassets.com/v1/images/style/properties/63504c090265c8c7f85be459242f144a_images.jpg"
"11783","Men","Topwear","Tshirts","Grey","Lee Men Printed Grey Tshirts","43","L","104","http://assets.myntassets.com/v1/images/style/properties/77607cc2403881e6d26065f9b9d5a6b3_images.jpg"
"11784","Women","Topwear","Tshirts","Black","Lee Women Solid Black Tshirts","293","M","170","http://assets.myntassets.com/v1/images/style/properties/8edd80f77d30fb2d93b2079804c0a4e5_images.jpg"
"11922","Men","Shoes","Formal Shoes","Black","Franco Leone Men Formal Black Formal Shoes","27","10","343","http://assets.myntassets.com/v1/images/style/properties/262366467631b95873f546524b2444c9_images.jpg"
"11925","Women","Shoes","Flats","Black","Skechers Women Tone Black Sandals","200","10","115","http://assets.myntassets.com/v1/images/style/properties/5d26668b07d34a65677b9c6c4d82d822_images.jpg"
"11940","Men","Shoes","Sandals","Black","Ganuchi Men Casual Black Sandals","11","7","462","http://assets.myntassets.com/v1/images/style/properties/b23f1e70aec0102c360fb9dfdc476023_images.jpg"
"11947","Men","Shoes","Sandals","Olive","Ganuchi Men Casual Olive Sandals","94","4","118","http://assets.myntassets.com/v1/images/style/properties/464879391de4e1a7b881dad3b7bd83a8_images.jpg"
"11949","Men","Shoes","Casual Shoes","Brown","Ganuchi Men Casual Brown Casual Shoes","234","10","342","http://assets.myntassets.com/v1/images/style/properties/45da55174d251a833af58e1aa162052d_images.jpg"
"11971","Men","Shoes","Sports Shoes","White","Fila Men Glow White Sports Shoes","85","6","286","http://assets.myntassets.com/v1/images/style/properties/ab1fe16c66350052ecb0ade9502ebcca_images.jpg"
"11976","Men","Shoes","Casual Shoes","Black","Fila Men Paramount Plus Black Shoes","264","8","306","http://assets.myntassets.com/v1/images/style/properties/f082906efcf97934d09f2bdd2906909b_images.jpg"
"11978","Men","Shoes","Sandals","Navy Blue","FILA Men Aruba Navy Blue Sandal","42","7","497","http://assets.myntassets.com/v1/images/style/properties/5c439c0c29672ff85b3aaafb66a43ae8_images.jpg"
"11985","Men","Shoes","Sports Shoes","Black","Fila Men Glow Black Sports Shoes","59","4","86","http://assets.myntassets.com/v1/images/style/properties/4bfce78151c396213aa4ce1ad204468b_images.jpg"
"12101","Women","Topwear","Kurtas","Pink","W Women Printed Pink Kurtas","96","2XL","146","http://assets.myntassets.com/v1/images/style/properties/8e2794dc0527e7616572e4bcb7686b11_images.jpg"
"12106","Women","Topwear","Kurtis","White","W Women Printed White Kurtis","71","XS","235","http://assets.myntassets.com/v1/images/style/properties/fe90679bf0051e385be147a39a741016_images.jpg"
"12139","Women","Topwear","Kurtas","Purple","Aurelia Women Solid Purple Kurtas","232","XL","311","http://assets.myntassets.com/v1/images/style/properties/dee458d60da1bbc29db97e2fd6cbbb9f_images.jpg"
"12152","Women","Topwear","Kurtis","Purple","Aurelia Women Printed Purple Kurti","331","2XL","171","http://assets.myntassets.com/v1/images/style/properties/9eaacd0aa86017881bd848e3d4a69294_images.jpg"
"12155","Women","Bottomwear","Leggings","Beige","Aurelia Women Solid Beige Leggings","150","XL","104","http://assets.myntassets.com/v1/images/style/properties/cded5e2f6f4a18a4bd4d7e79566e7fa0_images.jpg"
"12163","Women","Bottomwear","Leggings","Purple","Aurelia Women Solid Purple Leggings","55","M","329","http://assets.myntassets.com/v1/images/style/properties/8c29f66ec78e78081504b6ad73e6af8b_images.jpg"
"12164","Women","Topwear","Dupatta","Orange","Aurelia Women Voile Orange Dupatta","12","3XL","88","http://assets.myntassets.com/v1/images/style/properties/88540c74d7d507c9371c5d9f37125ce1_images.jpg"
"12190","Men","Topwear","Shirts","Blue","Basics Men Blue Slim Fit Checked Shirt","62","2XL","362","http://assets.myntassets.com/v1/images/style/properties/2811fe105e63b5795a6442edb85bb6cd_images.jpg"
"12197","Men","Topwear","Tshirts","Orange","Basics Men Orange Polo T-shirt","24","XL","177","http://assets.myntassets.com/v1/images/style/properties/18df81e244e799aeac9f715dd9465b2d_images.jpg"
"12199","Men","Topwear","Tshirts","Blue","Basics Men Blue Polo T-shirt","366","XL","371","http://assets.myntassets.com/v1/images/style/properties/8e273ddc56bbc75b9706e860dd0dcdb3_images.jpg"
"12333","Women","Bottomwear","Jeans","Blue","Spykar Women Ep Jeans Blue Jeans","203","2XL","389","http://assets.myntassets.com/v1/images/style/properties/3d8ebb1a01134bd612a5765372a4c644_images.jpg"
"12358","Men","Topwear","Shirts","Cream","Reid & Taylor Men Solid Cream Shirts","17","2XL","93","http://assets.myntassets.com/v1/images/style/properties/61cb9703bb506a0b9671988c015ac432_images.jpg"
"12360","Men","Topwear","Shirts","Black","Reid & Taylor Men Solid Black Shirts","133","M","235","http://assets.myntassets.com/v1/images/style/properties/7fac54922fb61e254770e27851f03bae_images.jpg"
"12367","Men","Topwear","Shirts","White","Reid & Taylor Men White Shirt","56","XS","403","http://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-White-Shirt_7868945b6d3a95140b08b1719b0092f1_images.jpg"
"12369","Men","Topwear","Shirts","Purple","Reid & Taylor Men Check Purple Shirts","59","XL","85","http://assets.myntassets.com/v1/images/style/properties/8bc9be576081baae77e8561b1132288f_images.jpg"
"12393","Men","Accessories","Socks","Black","Reid & Taylor Men Solid Black Socks","35","Unique","413","http://assets.myntassets.com/v1/images/style/properties/c569d8aaa255bdb321a512effb457855_images.jpg"
"12394","Men","Accessories","Socks","Black","Reid & Taylor Men Solid Black Socks","18","Unique","409","http://assets.myntassets.com/v1/images/style/properties/246d46cd53c67d65fc936495f5b91ea8_images.jpg"
"12500","Men","Topwear","Shirts","Black","United Colors of Benetton Men Short Black Shirts","74","XL","22","http://assets.myntassets.com/v1/images/style/properties/47e0bf9f4a04bd6f5901c0f4fc65e54d_images.jpg"
"12507","Men","Shoes","Casual Shoes","Black","Red Tape Men Casual Black Casual Shoes","72","5","363","http://assets.myntassets.com/v1/images/style/properties/b1ff46e8d902c8cf2eb2664e792014a6_images.jpg"
"12509","Men","Shoes","Casual Shoes","Brown","Red Tape Men Casual Brown Casual Shoes","65","4","288","http://assets.myntassets.com/v1/images/style/properties/7f5bf1bfc926e96373823989b1c4f420_images.jpg"
"12531","Women","Topwear","Sweatshirts","Pink","Puma Women Solid Pink Sweatshirts","47","XS","215","http://assets.myntassets.com/v1/images/style/properties/7c6e7824bf89b87b28d1e400d6483590_images.jpg"
"12536","Women","Topwear","Sweatshirts","Black","Puma Women Solid Black Sweatshirts","192","XL","11","http://assets.myntassets.com/v1/images/style/properties/ef46a6f9a20309220a353d51911931b1_images.jpg"
"12538","Men","Bottomwear","Track Pants","Blue","Puma Men Solid Blue Track Pants","48","L","98","http://assets.myntassets.com/v1/images/style/properties/eb3a69a17b6a64c1ad62a00796b91824_images.jpg"
"12591","Unisex","Topwear","Tshirts","Blue","Tantra Unisex Printed Blue Tshirts","72","3XL","460","http://assets.myntassets.com/v1/images/style/properties/2f30a481130227b95d7ed4daf533dbc3_images.jpg"
"12703","Women","Shoes","Sports Shoes","White","Nike Women Downshifter White Sports Shoes","61","8","274","http://assets.myntassets.com/v1/images/style/properties/8134f87644fb5617381cc4657f69ab51_images.jpg"
"12704","Men","Shoes","Sports Shoes","Grey","Nike Men Air Relentness Grey Sports Shoes","345","9","427","http://assets.myntassets.com/v1/images/style/properties/eaf8f7339bfa5a6a5375491df92fcba4_images.jpg"
"12732","Unisex","Accessories","Backpacks","Black","Nike Unisex Swoosh Black Backpack","12","Unique","249","http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg"
"12735","Unisex","Accessories","Caps","Black","Nike Unisex U Black Caps","62","Unique","217","http://assets.myntassets.com/v1/images/style/properties/Nike-Unisex-U-Black-Capsaef73c0e1cbf3f01b86867ee3cb01263_images.jpg"
"12750","Unisex","Accessories","Backpacks","Black","Nike Unisex Swoosh Black Backpacks","110","Unique","492","http://assets.myntassets.com/v1/images/style/properties/5f7f126b7d2bb9237ebd92ff1fa717aa_images.jpg"
"12757","Men","Topwear","Tshirts","Blue","Spykar Men Printed Blue T-Shirts","54","M","357","http://assets.myntassets.com/v1/images/style/properties/0a83d6bfd14522a1d4c417a691f296b3_images.jpg"
"12905","Women","Shoes","Casual Shoes","Purple","Puma Women Casual Purple Casual Shoes","74","8","223","http://assets.myntassets.com/v1/images/style/properties/d753a75fd807397060c3c61bfc20d841_images.jpg"
"12951","Men","Topwear","Shirts","Blue","Basics Men Blue Slim Fit Checked Shirt","395","S","367","http://assets.myntassets.com/v1/images/style/properties/90b41c72a6ffec9f8c1c1f96b07c683c_images.jpg"
"12956","Men","Shoes","Sports Shoes","Blue","ADIDAS Men Sports Blue Sports Shoes","57","7","114","http://assets.myntassets.com/v1/images/style/properties/3a9f62b28cc78e42ffc030e179f8a438_images.jpg"
"12958","Men","Shoes","Sports Shoes","Black","ADIDAS Men Sports Black Sports Shoes","77","4","317","http://assets.myntassets.com/v1/images/style/properties/9c0d1badace8d2eb9680232648e94d85_images.jpg"
"12960","Men","Shoes","Sports Shoes","White","ADIDAS Men Sports White Sports Shoes","98","7","263","http://assets.myntassets.com/v1/images/style/properties/81780f9a8eebc7fb3d57ffffa7f455ae_images.jpg"
"12967","Men","Shoes","Sandals","Black","ADIDAS Men Spry M Black Sandals","77","6","360","http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg"
"12969","Men","Shoes","Sports Shoes","Blue","ADIDAS Men Snova Glide Blue Sports Shoes","161","7","152","http://assets.myntassets.com/v1/images/style/properties/af829e3d805b3f99f3905431c425796d_images.jpg"
"12993","Unisex","Shoes","Sports Shoes","Black","ADIDAS Kids Adispeed Black Sports Shoes","27","4","252","http://assets.myntassets.com/v1/images/style/properties/6bb0dda205ff23b2b1fda526a3c74374_images.jpg"
"12994","Boys","Shoes","Sports Shoes","Black","ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes","48","9","290","http://assets.myntassets.com/v1/images/style/properties/39873daedc5a92eef39894b612f5cbaf_images.jpg"
"13018","Women","Shoes","Heels","Black","Inc 5 Women Casual Black Flats","377","9","118","http://assets.myntassets.com/v1/images/style/properties/60dd7beeb5534ae0f17444fa881d660e_images.jpg"
"13027","Women","Shoes","Heels","Gold","Inc 5 Women Casual Gold Flats","28","5","76","http://assets.myntassets.com/v1/images/style/properties/9d70af39b13503d1ae27c581dc5e711d_images.jpg"
"13042","Women","Shoes","Flats","Brown","Inc 5 Women Brown Heels","30","5","486","http://assets.myntassets.com/v1/images/style/properties/be1fc833328c2708141568e2476abe81_images.jpg"
"13045","Women","Shoes","Flats","Maroon","Inc 5 Women Casual Maroon Sandals","86","10","137","http://assets.myntassets.com/v1/images/style/properties/32d7552ec969da21fa44144d0feacd1b_images.jpg"
"13073","Men","Shoes","Casual Shoes","White","Numero Uno Men White Shoes","29","8","263","http://assets.myntassets.com/v1/images/style/properties/26e93a4246e479e84c16a0ae547d2158_images.jpg"
"13074","Men","Shoes","Casual Shoes","Brown","Numero Uno Men Brown Casual Shoes","20","7","498","http://assets.myntassets.com/v1/images/style/properties/5dfbb2e1085e06bed0b0685f4deeb0a8_images.jpg"
"13080","Men","Shoes","Casual Shoes","Black","Numero Uno Men Black Casual Shoes","41","8","433","http://assets.myntassets.com/v1/images/style/properties/efef30c05460e90a1e170998dde8f92c_images.jpg"
"13087","Unisex","Shoes","Casual Shoes","Brown","Timberland Unisex Casual Brown Casual Shoes","343","7","472","http://assets.myntassets.com/v1/images/style/properties/332bb5a7194240db638a5408e9fa6994_images.jpg"
"13089","Men","Topwear","Sweatshirts","Grey","ADIDAS Men Lfc Auth Hood Grey Sweatshirts","95","M","336","http://assets.myntassets.com/v1/images/style/properties/59912a0287751ff0475c8748dbcf4ea0_images.jpg"
"13212","Women","Shoes","Sports Shoes","Grey","ASICS Women Gel Spree Running Grey Sports Shoes","208","7","208","http://assets.myntassets.com/v1/images/style/properties/f326f51e5e2d7e6902bd69c18da288d6_images.jpg"
"13215","Men","Shoes","Sports Shoes","Grey","ASICS Men Gel Enduro 7 Running Silver Sports Shoes","136","10","198","http://assets.myntassets.com/v1/images/style/properties/54438127ac612583a256b3afcc527d25_images.jpg"
"13241","Men","Topwear","Jackets","White","Palm Tree Kids Boys Solid White Jackets","99","XL","224","http://assets.myntassets.com/v1/images/style/properties/5da23ec8638584a1576b3cd09318390a_images.jpg"
"13246","Men","Bottomwear","Jeans","Blue","Palm Tree Kids Boy Washed Blue Jeans","392","XS","356","http://assets.myntassets.com/v1/images/style/properties/da9a7ad1dc45a3537b6ae67a54e13e4a_images.jpg"
"13248","Men","Bottomwear","Trousers","Brown","Palm Tree Kids Boy Solid Brown Trousers","63","L","353","http://assets.myntassets.com/v1/images/style/properties/5f064c454ce1578a2a667d28872a0453_images.jpg"
"13270","Women","Topwear","Tops","White","Palm Tree Kids Girls Printed White Tops","24","M","275","http://assets.myntassets.com/v1/images/style/properties/b590f001fb08f324b17ce869686b27dc_images.jpg"
"13283","Men","Topwear","Shirts","Blue","Gini and Jony Kids Boys Check Blue Shirts","24","L","423","http://assets.myntassets.com/v1/images/style/properties/2558270228d27a0f9c0d6eff4e540c0d_images.jpg"
"13284","Men","Bottomwear","Shorts","Black","Gini and Jony Kids Boys Solid Black Shorts","40","3XL","225","http://assets.myntassets.com/v1/images/style/properties/1d2eaf1491e0bf4906165ab1eaff3ad1_images.jpg"
"13410","Men","Topwear","Shirts","Blue","United Colors of Benetton Men Solid Blue Shirts","49","3XL","260","http://assets.myntassets.com/v1/images/style/properties/637a8264a75d14644a2605ef24059302_images.jpg"
"13417","Men","Topwear","Shirts","Blue","United Colors of Benetton Men Solid Blue Shirts","50","XS","371","http://assets.myntassets.com/v1/images/style/properties/1e59e6b2262a10894b5a829ca4a8441b_images.jpg"
"13419","Men","Topwear","Tshirts","Pink","United Colors of Benetton Men Solid Pink Polo T-shirts","98","2XL","374","http://assets.myntassets.com/v1/images/style/properties/8d7f0bbb0bdefcbcc692bcdf4a6400ee_images.jpg"
"13421","Men","Topwear","Tshirts","Black","United Colors of Benetton Men Stripes Black Polo T-shirts","35","3XL","446","http://assets.myntassets.com/v1/images/style/properties/783442c36bbe6603d9bd4b370af1bf9f_images.jpg"
"13426","Men","Topwear","Tshirts","Red","United Colors of Benetton Men Stripes Red  Polo T-shirts","90","3XL","105","http://assets.myntassets.com/v1/images/style/properties/6723c5b48a019f7940ac913e35240620_images.jpg"
"13428","Men","Topwear","Tshirts","White","United Colors of Benetton Men Printed White Tshirts","49","XS","37","http://assets.myntassets.com/v1/images/style/properties/121642283d962bd7397e6d615345cb43_images.jpg"
"13443","Women","Topwear","Tops","White","United Colors of Benetton Women Solid White Tops","261","XL","223","http://assets.myntassets.com/v1/images/style/properties/3b361aac347e3b1af72cb86d61c8b19c_images.jpg"
"13444","Women","Topwear","Tops","Yellow","United Colors of Benetton Women Printed Yellow Tops","216","XL","421","http://assets.myntassets.com/v1/images/style/properties/6df32f4571a80ea8ac0fa513e29017a7_images.jpg"
"13613","Men","Topwear","Innerwear Vests","Red","Hanes Men Sleeveless V Neck Red Innerwear T-shirt","60","XL","399","http://assets.myntassets.com/v1/images/style/properties/edc8bd246a01901b33b58dad2aba1386_images.jpg"
"13649","Men","Shoes","Casual Shoes","Black","ADIDAS Black Hydroterra Shandal Casual Shoes","381","9","108","http://assets.myntassets.com/v1/images/style/properties/3053dc9877f1fd1209cfc4ee1b5e9171_images.jpg"
"13671","Unisex","Bottomwear","Jeans","Blue","Levis Kids Blue Solid Jean","106","2XL","69","http://assets.myntassets.com/v1/images/style/properties/c0c2cdab64907ed343c583467e99a15f_images.jpg"
"13676","Men","Shoes","Sports Shoes","Silver","ADIDAS Men Titan Sports Shoes","249","10","231","http://assets.myntassets.com/v1/images/style/properties/b14c8811b942eeb3756ab0a66af54f47_images.jpg"
"13682","Women","Shoes","Sports Shoes","Silver","ADIDAS Women Duramo 3 Sports Shoes","340","10","491","http://assets.myntassets.com/v1/images/style/properties/a093d548a48c66109f2520ac8684eeb3_images.jpg"
"13685","Men","Shoes","Casual Shoes","Black","ADIDAS Men Dash Casual Shoes","319","9","121","http://assets.myntassets.com/v1/images/style/properties/1a7a0ee63554920e1445cb3e7431f7d7_images.jpg"
"13846","Men","Topwear","Shirts","Blue","John Miller Men Stripes Blue Shirts","37","M","257","http://assets.myntassets.com/v1/images/style/properties/5f2cc2a725967d426cc03f4a3fbb93c1_images.jpg"
"13848","Men","Topwear","Tshirts","Blue","United Colors of Benetton Men Solid Blue Polo Tshirts","238","2XL","210","http://assets.myntassets.com/v1/images/style/properties/7d8309d08f2b0a596e0aead25616f5f6_images.jpg"
"13870","Men","Topwear","Shirts","Beige","Scullers Men Stripes Beige Shirts","37","S","436","http://assets.myntassets.com/v1/images/style/properties/0295bfcf59cb9a1066e44415b5108461_images.jpg"
"13877","Men","Topwear","Shirts","Maroon","Scullers Men Solid Maroon Shirts","119","2XL","463","http://assets.myntassets.com/v1/images/style/properties/704ffb8c6c7bad843aaf5423eedc1b80_images.jpg"
